review,rating
"Four package partitions, two bottles carrier, water resistant & light weight. Nice look, Colors & cool design.
Negative points: Looking to the price, material seems very thin & getting wrinkles most often. That could make you feel ashamed in public. No arrangement partition for laptop.
Overall good product, from American Tourister (hopefully)",3.0 out of 5 stars
Good Bag,4.0 out of 5 stars
This is waste of money,1.0 out of 5 stars
Ok,3.0 out of 5 stars
Light weight,5.0 out of 5 stars
After 2-3 day stitching came out from front pocket,3.0 out of 5 stars
Very poor material quality. Doesn't expect that quality from American touristor.,1.0 out of 5 stars
Like but not good,3.0 out of 5 stars
"Quite good acc to the price, botlle holder net should have improved..rest is ok
You can consider it..",4.0 out of 5 stars
 Very poor item,1.0 out of 5 stars
Used it for week now and no issue so far,4.0 out of 5 stars
Worthy Product for 749rs but front Zip is not closing bcoz of inner Cloth (R& D Team need to work on it),4.0 out of 5 stars
Quality descent,4.0 out of 5 stars
Good quality,5.0 out of 5 stars
"Waste
of money",1.0 out of 5 stars
This product is worst in quality. It will tear after 3 to 4 use. Not a good product for the money,1.0 out of 5 stars
Good,5.0 out of 5 stars
I use it for school. For my purpose it is very good.,5.0 out of 5 stars
Good,5.0 out of 5 stars
It's so cool,5.0 out of 5 stars
"I use this for school, tour, etc….Good for me",5.0 out of 5 stars
V nice,5.0 out of 5 stars
Mere ko bahut achha laga,3.0 out of 5 stars
"this bag is easy to clean, light weight",5.0 out of 5 stars
"You wont find it super cool and it wont stand still without suppport but one thing I say is its quantity/size you can have, so its for large luggage purpose..",4.0 out of 5 stars
It is not water resistant..but it should be.,4.0 out of 5 stars
 This bag is very poor quality,1.0 out of 5 stars
"Dear friends, I ordered this bag bag and now I Fully satisfied with its quality ,space and colour and deleviry was too good I purchase it 799 rs
If you want to buy this bag so you can purchase it. I am fully satisfy with Amazon
Thank you
Ashish meena
customer",5.0 out of 5 stars
बेकार है,1.0 out of 5 stars
"Looks not good, quality average product",3.0 out of 5 stars
"Big brand but this bag have no quality...I returned it....
Please don't buy...
Waste of time in refund nd buying",1.0 out of 5 stars
"More compartments needed, very small bag, need laptop seperate folder and need secret zip to store secret items and rain cover required",4.0 out of 5 stars
"I like this product.
Now going to test it's originality, though it's real product from American Tourister or not .",4.0 out of 5 stars
Good,4.0 out of 5 stars
Packaging was worst roll packing in plastic bag . Looks like a copy of American tourister bag not worth 949 . Just fine,4.0 out of 5 stars
"After seeing so many reviews , still I ordered it.
-Light Weight
-Design is good
- Quality looks of low type but is supported by good base and back comforter.
-For regular basis , I would have not purchased it , but occasionally It can be roughly used.
- Got it @466 and it's totally worth it. Paid ₹999/- but got ₹533/- cashback at Amazon pay balance.MRP is ₹2300/-
- Keep in Mind , IT IS MANUFACTURED IN A CHINESE SOURCE",5.0 out of 5 stars
"The material is not as thick as I expected For an American Tourister, it's rather lightweight and plasticky. Still, all other details are OK, and a bright red colour.",4.0 out of 5 stars
I like it & my daughter used it.,4.0 out of 5 stars
All thise things are awesome but I can't feel that orginality and thats better for that price,5.0 out of 5 stars
It is not having too much space .,3.0 out of 5 stars
Go for it...,5.0 out of 5 stars
Product is worth of money.the color will be less brighter the the picture shown . despite it very good quality product,4.0 out of 5 stars
Yes,5.0 out of 5 stars
Bag quality is good with ample space in it,5.0 out of 5 stars
"I use it for my college purpose
Nice look,good quality of product....",4.0 out of 5 stars
"I am using it for my school , i am 6 standard, the disadvantage is more money but good quality",5.0 out of 5 stars
Waste bag.. there is no separate pocket for laptop..,3.0 out of 5 stars
Goodbye,4.0 out of 5 stars
College use,5.0 out of 5 stars
Not up to the mark,1.0 out of 5 stars
"I bought this Backpack great Indian festival time. it almost one complete but the prints getting peel.

Don't buy this kind of Backpack. they wont provide rain cover.",2.0 out of 5 stars
Nothing,5.0 out of 5 stars
Good,4.0 out of 5 stars
Good product and I am satisfied,5.0 out of 5 stars
Spacious. Good quality fabric. Could have a separate compartment for laptop.,4.0 out of 5 stars
Good product,5.0 out of 5 stars
"It has quite good space and light weight good for traveling, laptopbag and every uses",5.0 out of 5 stars
"The colour of this bag is not exactly what's shown on the website or in my camera images. But it's a kind of a less brighter red.
But the quality of the item is really good considering the price it's available at.
I bought it at 849/- only.
Beautifully light weight, and made of good standard branded material.
Buy it ❤️🤟",5.0 out of 5 stars
"It s good..But not for heavy weights ..Good for carryout the books, water bottle..Best for professional degree students",5.0 out of 5 stars
"Still not used in rains so can't comment on waterproof guarantee

Very spacious but could have given still better interior design

Still not yet rugged the same.",4.0 out of 5 stars
"It's awesome bag for college students and for travelling also this is the one of the best product I ordered from Amazon
Really satisfied with this bag and American tourister is also awesome company",5.0 out of 5 stars
"It's quite good. But after using 4days,, the bottom was torn apart due to some burden of books. Light books can be carried now after repairing it.",4.0 out of 5 stars
Bag looks weak and chain and material is not upto the mark.Due to some urgency can't return it . Otherwise not worth 949 rs. No laptop space . Though bag is spacious.,3.0 out of 5 stars
"The quality of bag is very cheap like throw away plastic , it's chains are also very rough , but it's light weight , and I can't believe it doesn't have laptop area 😔",2.0 out of 5 stars
"Pls don't buy, worst product from AT",1.0 out of 5 stars
Best bag ever purchased,5.0 out of 5 stars
Quality of material,5.0 out of 5 stars
Rain cover is missing. This is also a demerit,3.0 out of 5 stars
It is very light wieght. I will not say that its quality is soo good it is okay according to its price 900. I recommend you that this color will get dirty very fast because it is wihte color. Over all this bag has a good space,5.0 out of 5 stars
"Bags from American tourister can be trusted blindly. This bag too has surpassed my expectations, happy to have this one. The only thing that disappointed me is that, the delivery agent did not deliver the bag on the promised date and postponed it to the next one.
Overall the bag is superb for school use, good zippers, water resistant and is economic for the price paid for a branded bag.",4.0 out of 5 stars
Product is Good,4.0 out of 5 stars
First Of All I would like to thank you Amazon for giving such bag at low price and got the product after 2 days of ordering now talking about the bag the design looks great and the quality is also very good. But the strap is little bit wider compare to other bags. At last I am satisfied with the product.,4.0 out of 5 stars
Good product. Best price 503rs . But not a water resistant,3.0 out of 5 stars
"This bag is very good, you can also take it, your money will not be spoiled.......
🤗🤗🤗👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻💐💐💐",5.0 out of 5 stars
Nice,4.0 out of 5 stars
It is not water proof.... Water entered inside only in mild rain,1.0 out of 5 stars
Duplicate products,1.0 out of 5 stars
"Good product, still using 3 year after",4.0 out of 5 stars
"the description given by the supplier is accurate, it work well for daily use.",5.0 out of 5 stars
"Base not good, after filling bottle or tiffin box in bag, bag will down not stable.",1.0 out of 5 stars
 1300 रूपे में एक दम थर्ड क्लास क्वालिटी अमेरिकन तूरिसटेर की पेसा वेस्टेज है आप के पास फ़ालतू है तो ज़रूर ले,1.0 out of 5 stars
It's really Good,5.0 out of 5 stars
Space not enough,5.0 out of 5 stars
Very good quality.,3.0 out of 5 stars
Good,5.0 out of 5 stars
It is really nice one to have .,4.0 out of 5 stars
Quality very poor,2.0 out of 5 stars
The only disadvantage is the side pockets were very delicate,4.0 out of 5 stars
It is light weight. Nice product & comfortable. l like so much,5.0 out of 5 stars
I like it most,5.0 out of 5 stars
Bad,1.0 out of 5 stars
It's just awesome but inner clothes are low quality zips also not good but it's worth for price,4.0 out of 5 stars
